Testing Flow,Actual Protocol,Classification Result,Probability,True Positive
0,http,http,0.6456140350877193,True
1,http,http,0.6456140350877193,True
2,http,http,0.7538071065989848,True
3,http,http,1.0,True
4,http,bittorrent,0.5227703984819735,False
5,http,http,0.6456140350877193,True
6,http,http,0.9518072289156626,True
7,http,http,1.0,True
8,http,bittorrent,0.5227703984819735,False
9,http,bittorrent,0.9454612005856515,False
10,http,bittorrent,0.9454612005856515,False
11,http,bittorrent,0.9454612005856515,False
12,http,bittorrent,0.9454612005856515,False
13,http,bittorrent,0.9454612005856515,False
14,http,bittorrent,0.9454612005856515,False
15,http,http,0.8082191780821918,True
16,http,bittorrent,0.5310402684563759,False
17,http,http,0.9857142857142858,True
18,http,bittorrent,0.5310402684563759,False
19,http,http,0.9523809523809523,True
20,http,bittorrent,0.5310402684563759,False
21,http,http,0.9857142857142858,True
22,http,bittorrent,0.5310402684563759,False
23,http,http,0.9857142857142858,True
24,http,bittorrent,0.5310402684563759,False
25,http,http,0.9857142857142858,True
26,http,bittorrent,0.5310402684563759,False
27,http,http,0.9857142857142858,True
28,http,bittorrent,0.9454612005856515,False
29,http,http,0.9857142857142858,True
30,http,bittorrent,0.5310402684563759,False
31,http,http,0.9857142857142858,True
32,http,bittorrent,0.5310402684563759,False
33,http,http,0.9857142857142858,True
34,http,bittorrent,0.5310402684563759,False
35,http,http,0.9857142857142858,True
36,http,bittorrent,0.5310402684563759,False
37,http,http,0.9857142857142858,True
38,http,bittorrent,0.5310402684563759,False
39,http,http,1.0,True
40,http,bittorrent,0.9454612005856515,False
41,http,http,0.9857142857142858,True
42,http,bittorrent,0.5310402684563759,False
43,http,http,0.9857142857142858,True
44,http,bittorrent,0.5310402684563759,False
45,http,http,0.9857142857142858,True
46,http,bittorrent,0.5310402684563759,False
47,http,http,0.9523809523809523,True
48,http,bittorrent,0.5310402684563759,False
49,http,http,0.9857142857142858,True
50,http,bittorrent,0.5310402684563759,False
51,http,http,0.9857142857142858,True
52,http,bittorrent,0.5310402684563759,False
53,http,http,0.9857142857142858,True
54,http,bittorrent,0.9454612005856515,False
55,http,http,0.9857142857142858,True
56,http,bittorrent,0.9454612005856515,False
57,http,http,0.9523809523809523,True
58,http,bittorrent,0.5310402684563759,False
59,http,http,0.9857142857142858,True
60,http,bittorrent,0.5310402684563759,False
61,http,http,0.9857142857142858,True
62,http,bittorrent,0.5310402684563759,False
63,http,http,0.9857142857142858,True
64,http,bittorrent,0.5227703984819735,False
65,http,http,0.9857142857142858,True
66,http,bittorrent,0.5310402684563759,False
67,http,http,0.9857142857142858,True
68,http,bittorrent,0.5310402684563759,False
69,http,http,0.9523809523809523,True
