0.0951723,0.011179,0.166708,0.0714727,53.3333,40,108,24.8372,320,0.380689,6,15.7609,840.581,68,3
0.111238,0.0331521,0.187618,0.0762516,53.3333,40,108,24.8372,320,0.444952,6,13.4846,719.179,68,3
0.142796,0.012145,0.231013,0.0899087,53.3333,40,108,24.8372,320,0.571186,6,10.5045,560.238,68,3
0.282206,0.00425005,0.453734,0.186643,53.3333,40,108,24.8372,320,1.12882,6,5.31527,283.481,68,3
0.282421,0.038826,0.459841,0.154681,53.3333,40,108,24.8372,320,1.12968,6,5.31122,283.265,68,3
3.49693,0.0333309,13.387,5.71105,53.3333,40,108,24.8372,320,13.9877,6,0.428947,22.8772,68,3
3.49691,0.0192761,13.3772,5.70575,53.3333,40,108,24.8372,320,13.9877,6,0.42895,22.8773,68,3
0.323423,0.0367332,0.480164,0.176286,53.3333,40,108,24.8372,320,1.29369,6,4.63789,247.354,68,3
0.113447,0.00567508,0.23822,0.0920088,53.3333,40,108,24.8372,320,0.453788,6,13.222,705.175,68,3
0.396635,0.0272381,0.579017,0.218286,53.3333,40,108,24.8372,320,1.58654,6,3.78181,201.697,68,3
0.7893,0.0311482,1.41912,0.586658,53.3333,40,108,24.8372,320,3.1572,6,1.90042,101.356,68,3
0.155828,0.0357292,0.203572,0.069873,53.3333,40,108,24.8372,320,0.623313,6,9.62598,513.386,68,3
0.249351,0.038012,0.409126,0.133721,53.3333,40,108,24.8372,320,0.997405,6,6.01561,320.833,68,3
0.150496,0.00886798,2.97989,0.485559,54.9,40,244,46.0428,2196,5.71884,40,6.99442,383.994,584,3
0.146041,0.049474,0.339952,0.113884,53.3333,40,108,24.8372,320,0.584163,6,10.2711,547.792,68,3
0.318273,0.018436,0.480515,0.181255,53.3333,40,108,24.8372,320,1.27309,6,4.71294,251.357,68,3
0.899377,0.0411949,3.20401,1.17762,53.1429,40,108,22.9996,372,4.49688,7,1.55663,82.7239,68,3
0.458102,0.0165579,0.84877,0.295731,53.3333,40,108,24.8372,320,1.83241,6,3.27438,174.633,68,3
0.190228,0.0113449,0.35912,0.142417,53.3333,40,108,24.8372,320,0.76091,6,7.88529,420.549,68,3
0.243634,0.0318332,0.485651,0.197658,53.3333,40,108,24.8372,320,0.974534,6,6.15679,328.362,68,3
0.208023,0.011184,0.413442,0.142401,53.3333,40,108,24.8372,320,0.832094,6,7.21072,384.572,68,3
0.921007,0.0144179,2.99985,1.05851,53.1429,40,108,22.9996,372,4.60503,7,1.52008,80.7812,68,3
0.277463,0.00692797,0.495863,0.180512,53.3333,40,108,24.8372,320,1.10985,6,5.40612,288.326,68,3
0.349888,0.038728,0.60656,0.205119,53.3333,40,108,24.8372,320,1.39955,6,4.28709,228.645,68,3
1.65067,0.0120349,6.00525,2.19724,52.5,40,108,21.5812,420,9.90403,8,0.807752,42.407,68,3
0.195344,0.044744,0.246321,0.0869507,53.3333,40,108,24.8372,320,0.781375,6,7.67877,409.534,68,3
0.314536,0.025861,0.522562,0.180556,53.3333,40,108,24.8372,320,1.25814,6,4.76893,254.343,68,3
0.314338,0.0280311,0.457773,0.168783,53.3333,40,108,24.8372,320,1.25735,6,4.77194,254.503,68,3
0.253092,0.0288889,0.508282,0.170346,53.3333,40,108,24.8372,320,1.01237,6,5.92671,316.091,68,3
0.491544,0.02491,1.45005,0.582765,76.1429,40,213,60.4186,533,2.45772,7,2.84817,216.868,241,3
0.253205,0.026278,0.350598,0.132732,53.3333,40,108,24.8372,320,1.01282,6,5.92405,315.95,68,3
0.266883,0.040107,0.566477,0.211391,53.3333,40,108,24.8372,320,1.06753,6,5.62045,299.757,68,3
0.204462,0.0185649,0.399308,0.163018,53.3333,40,108,24.8372,320,0.817847,6,7.33634,391.271,68,3
0.204435,0.018177,0.307764,0.110462,53.3333,40,108,24.8372,320,0.81774,6,7.3373,391.322,68,3
1.85449,0.0167191,5.99625,2.15957,52.5,40,108,21.5812,420,11.1269,8,0.718977,37.7463,68,3
0.303916,0.0180628,0.587862,0.206063,53.3333,40,108,24.8372,320,1.21567,6,4.93557,263.23,68,3
0.779136,0.014051,3.00156,1.12109,53.1429,40,108,22.9996,372,3.89568,7,1.79686,95.4904,68,3
0.172797,0.0331872,0.313774,0.106796,53.3333,40,108,24.8372,320,0.691188,6,8.68071,462.971,68,3
0.24968,0.021086,0.374643,0.141139,53.3333,40,108,24.8372,320,0.998719,6,6.0077,320.41,68,3
