Testing Flow,Actual Protocol,Classification Result,Probability,True Positive
0,http,http,0.9300947867298578,True
1,http,http,0.7966804979253111,True
2,http,http,0.8706739526411658,True
3,http,http,0.8706739526411658,True
4,http,http,0.8706739526411658,True
5,http,http,0.9166666666666666,True
6,http,http,0.9895287958115183,True
7,http,http,0.8706739526411658,True
8,http,http,0.8706739526411658,True
9,http,bittorrent,0.6810506566604128,False
10,http,bittorrent,0.6810506566604128,False
11,http,http,0.7966804979253111,True
12,http,bittorrent,0.6810506566604128,False
13,http,http,0.7966804979253111,True
14,http,http,0.9300947867298578,True
15,http,http,0.7966804979253111,True
16,http,http,0.9300947867298578,True
17,http,http,0.7966804979253111,True
18,http,http,0.9300947867298578,True
19,http,http,0.7966804979253111,True
20,http,http,0.9300947867298578,True
21,http,http,0.7966804979253111,True
22,http,http,0.9300947867298578,True
23,http,http,0.7966804979253111,True
24,http,http,0.9300947867298578,True
25,http,http,0.7966804979253111,True
26,http,http,0.9300947867298578,True
27,http,http,0.7966804979253111,True
28,http,http,0.9300947867298578,True
29,http,http,0.7966804979253111,True
30,http,http,0.9300947867298578,True
31,http,http,0.7966804979253111,True
32,http,http,0.9300947867298578,True
33,http,http,0.7966804979253111,True
34,http,http,0.9300947867298578,True
35,http,http,0.7966804979253111,True
36,http,http,0.9300947867298578,True
37,http,http,0.7966804979253111,True
38,http,http,0.9300947867298578,True
39,http,http,0.7966804979253111,True
40,http,http,0.9300947867298578,True
41,http,http,0.7966804979253111,True
42,http,http,0.9300947867298578,True
43,http,http,0.7966804979253111,True
44,http,http,0.9300947867298578,True
45,http,http,0.7966804979253111,True
46,http,http,0.9300947867298578,True
47,http,http,0.7966804979253111,True
48,http,http,0.9300947867298578,True
49,http,http,0.7966804979253111,True
50,http,http,0.9300947867298578,True
51,http,http,0.7966804979253111,True
52,http,http,0.9300947867298578,True
53,http,http,0.7966804979253111,True
54,http,http,0.9300947867298578,True
55,http,http,0.7966804979253111,True
56,http,http,0.9300947867298578,True
57,http,http,0.7966804979253111,True
58,http,http,0.9300947867298578,True
59,http,http,0.7966804979253111,True
60,http,http,0.9300947867298578,True
61,http,http,0.7966804979253111,True
62,http,http,0.9300947867298578,True
63,http,http,0.7966804979253111,True
64,http,http,0.9300947867298578,True
65,http,http,0.7966804979253111,True
66,http,http,0.9300947867298578,True
67,http,http,0.7966804979253111,True
68,http,http,0.9300947867298578,True
69,http,http,0.7966804979253111,True
70,http,http,0.9300947867298578,True
71,http,http,0.7966804979253111,True
72,http,http,0.9300947867298578,True
73,http,http,0.7966804979253111,True
74,http,http,0.9300947867298578,True
75,http,http,0.7966804979253111,True
76,http,http,0.9300947867298578,True
77,http,http,0.7966804979253111,True
78,http,http,0.9300947867298578,True
79,http,http,0.7966804979253111,True
80,http,http,0.9300947867298578,True
81,http,http,0.7966804979253111,True
82,http,http,0.9300947867298578,True
83,http,http,0.7966804979253111,True
84,http,http,0.9300947867298578,True
85,http,http,0.7966804979253111,True
86,http,http,0.9300947867298578,True
87,http,http,0.7966804979253111,True
88,http,http,0.9300947867298578,True
89,http,http,0.7966804979253111,True
90,http,http,0.9300947867298578,True
91,http,http,0.7966804979253111,True
92,http,http,0.9300947867298578,True
93,http,http,0.7966804979253111,True
94,http,http,0.9300947867298578,True
95,http,http,0.7966804979253111,True
96,http,http,0.9300947867298578,True
97,http,http,0.7966804979253111,True
98,http,http,0.9300947867298578,True
99,http,http,0.7966804979253111,True
100,http,http,0.9300947867298578,True
101,http,http,0.7966804979253111,True
102,http,http,0.9300947867298578,True
103,http,http,0.7966804979253111,True
104,http,http,0.9300947867298578,True
105,http,http,0.7966804979253111,True
106,http,http,0.9300947867298578,True
107,http,http,0.7966804979253111,True
108,http,http,0.9300947867298578,True
109,http,http,0.7966804979253111,True
110,http,http,0.9300947867298578,True
111,http,http,0.7966804979253111,True
112,http,http,0.9300947867298578,True
113,http,http,0.7966804979253111,True
114,http,http,0.9300947867298578,True
115,http,http,0.7966804979253111,True
116,http,http,0.9300947867298578,True
117,http,http,0.7966804979253111,True
118,http,http,0.9300947867298578,True
119,http,http,0.7966804979253111,True
120,http,http,0.9300947867298578,True
121,http,http,0.7966804979253111,True
122,http,http,0.9300947867298578,True
123,http,http,0.7966804979253111,True
124,http,http,0.9300947867298578,True
125,http,http,0.7966804979253111,True
126,http,http,0.9300947867298578,True
127,http,http,0.7966804979253111,True
128,http,http,0.9300947867298578,True
129,http,http,0.7966804979253111,True
130,http,http,0.9300947867298578,True
131,http,http,0.7966804979253111,True
132,http,http,0.9300947867298578,True
133,http,http,0.7966804979253111,True
134,http,http,0.9300947867298578,True
135,http,http,0.7966804979253111,True
136,http,http,0.9300947867298578,True
137,http,http,0.7966804979253111,True
138,http,http,0.9300947867298578,True
139,http,http,0.7966804979253111,True
140,http,http,0.9895287958115183,True
141,http,http,0.7966804979253111,True
142,http,http,0.9895287958115183,True
143,http,http,0.9895287958115183,True
144,http,http,0.9300947867298578,True
145,http,http,0.9300947867298578,True
146,http,http,0.9300947867298578,True
147,http,http,0.9300947867298578,True
148,http,http,0.9300947867298578,True
149,http,bittorrent,0.6810506566604128,False
150,http,http,0.9300947867298578,True
151,http,http,0.9300947867298578,True
152,http,http,0.9300947867298578,True
153,http,http,0.9300947867298578,True
154,http,http,0.9300947867298578,True
155,http,http,0.9300947867298578,True
156,http,bittorrent,0.6810506566604128,False
157,http,http,0.9300947867298578,True
158,http,http,0.9300947867298578,True
159,http,http,0.9300947867298578,True
160,http,http,0.9300947867298578,True
161,http,http,0.9300947867298578,True
162,http,http,0.9300947867298578,True
163,http,bittorrent,0.6810506566604128,False
164,http,http,0.9300947867298578,True
165,http,http,0.9300947867298578,True
166,http,http,0.9300947867298578,True
167,http,http,0.9300947867298578,True
168,http,http,0.9300947867298578,True
169,http,http,0.9300947867298578,True
170,http,http,0.9300947867298578,True
171,http,bittorrent,0.6810506566604128,False
172,http,bittorrent,0.6810506566604128,False
173,http,http,0.7966804979253111,True
174,http,http,0.9300947867298578,True
175,http,http,0.9300947867298578,True
176,http,http,0.9300947867298578,True
177,http,http,0.9300947867298578,True
178,http,bittorrent,0.6810506566604128,False
179,http,http,0.9300947867298578,True
180,http,http,0.9300947867298578,True
181,http,http,0.9300947867298578,True
182,http,http,0.9300947867298578,True
183,http,bittorrent,0.6810506566604128,False
184,http,http,0.9300947867298578,True
185,http,http,0.9300947867298578,True
186,http,http,0.9300947867298578,True
187,http,http,0.9300947867298578,True
188,http,http,0.9300947867298578,True
189,http,http,0.9300947867298578,True
190,http,http,0.9300947867298578,True
191,http,http,0.9300947867298578,True
192,http,http,0.9300947867298578,True
193,http,http,0.9300947867298578,True
194,http,bittorrent,0.6810506566604128,False
195,http,http,0.9300947867298578,True
196,http,http,0.9300947867298578,True
197,http,http,0.9300947867298578,True
198,http,http,0.9300947867298578,True
199,http,http,0.7966804979253111,True
200,http,http,0.9895287958115183,True
201,http,http,0.9895287958115183,True
202,http,bittorrent,0.6810506566604128,False
203,http,http,0.8080808080808081,True
204,http,http,0.8080808080808081,True
205,http,http,0.8080808080808081,True
206,http,http,0.8080808080808081,True
207,http,http,0.8914354644149578,True
208,http,http,0.94921875,True
209,http,http,0.8706739526411658,True
210,http,http,0.94921875,True
211,http,http,0.8914354644149578,True
212,http,http,0.8914354644149578,True
213,http,http,0.9581056466302368,True
214,http,http,0.8914354644149578,True
215,http,http,0.9581056466302368,True
216,http,http,0.94921875,True
217,http,http,0.8914354644149578,True
218,http,http,0.8914354644149578,True
219,http,http,0.8914354644149578,True
220,http,http,0.8914354644149578,True
221,http,http,0.8914354644149578,True
222,http,http,0.8914354644149578,True
223,http,http,0.8914354644149578,True
224,http,http,0.8914354644149578,True
225,http,http,0.8914354644149578,True
226,http,http,0.8914354644149578,True
227,http,http,0.8914354644149578,True
228,http,http,0.8914354644149578,True
229,http,http,0.8914354644149578,True
230,http,http,0.8914354644149578,True
231,http,http,0.8629283489096573,True
232,http,http,0.8629283489096573,True
233,http,http,0.8629283489096573,True
234,http,http,0.8629283489096573,True
235,http,http,0.8629283489096573,True
236,http,http,0.8629283489096573,True
237,http,http,0.8629283489096573,True
238,http,http,0.8629283489096573,True
239,http,http,0.8629283489096573,True
240,http,http,0.8629283489096573,True
241,http,http,0.8629283489096573,True
242,http,http,0.8629283489096573,True
243,http,http,0.8629283489096573,True
244,http,http,0.8629283489096573,True
245,http,http,0.8629283489096573,True
246,http,http,0.8629283489096573,True
247,http,http,0.8629283489096573,True
248,http,http,0.8629283489096573,True
249,http,http,0.8629283489096573,True
250,http,http,0.8629283489096573,True
