Testing Flow,Actual Protocol,Classification Result,Probability,True Positive
0,http,http,0.9438990182328191,True
1,http,http,0.65,True
2,http,http,0.9163346613545816,True
3,http,http,0.9418084153983886,True
4,http,http,0.9418084153983886,True
5,http,http,0.9240506329113924,True
6,http,http,0.9418084153983886,True
7,http,http,0.9418084153983886,True
8,http,http,0.9418084153983886,True
9,http,http,0.65,True
10,http,bittorrent,0.6176470588235294,False
11,http,bittorrent,0.6176470588235294,False
12,http,http,0.9016393442622951,True
13,http,http,0.65,True
14,http,http,0.9016393442622951,True
15,http,http,0.9369918699186992,True
16,http,http,0.9016393442622951,True
17,http,http,0.9369918699186992,True
18,http,http,0.9016393442622951,True
19,http,http,0.9369918699186992,True
20,http,http,0.9016393442622951,True
21,http,http,0.9369918699186992,True
22,http,http,0.9016393442622951,True
23,http,http,0.9369918699186992,True
24,http,http,0.9016393442622951,True
25,http,http,0.9369918699186992,True
26,http,http,0.9016393442622951,True
27,http,http,0.9369918699186992,True
28,http,http,0.9016393442622951,True
29,http,http,0.9369918699186992,True
30,http,http,0.9016393442622951,True
31,http,http,0.9369918699186992,True
32,http,http,0.9016393442622951,True
33,http,http,0.9369918699186992,True
34,http,http,0.9016393442622951,True
35,http,http,0.9369918699186992,True
36,http,http,0.9016393442622951,True
37,http,http,0.9369918699186992,True
38,http,http,0.9016393442622951,True
39,http,http,0.9369918699186992,True
40,http,http,0.9016393442622951,True
41,http,http,0.9369918699186992,True
42,http,http,0.9016393442622951,True
43,http,http,0.9369918699186992,True
44,http,http,0.9016393442622951,True
45,http,http,0.9369918699186992,True
46,http,http,0.9016393442622951,True
47,http,http,0.9369918699186992,True
48,http,http,0.9016393442622951,True
49,http,http,0.9369918699186992,True
50,http,http,0.9016393442622951,True
51,http,http,0.9369918699186992,True
52,http,http,0.9016393442622951,True
53,http,http,0.9369918699186992,True
54,http,http,0.9016393442622951,True
55,http,http,0.9369918699186992,True
56,http,http,0.9016393442622951,True
57,http,http,0.9369918699186992,True
58,http,http,0.9016393442622951,True
59,http,http,0.9369918699186992,True
60,http,http,0.9016393442622951,True
61,http,http,0.9369918699186992,True
62,http,http,0.9016393442622951,True
63,http,http,0.9369918699186992,True
64,http,http,0.9016393442622951,True
65,http,http,0.9369918699186992,True
66,http,http,0.9016393442622951,True
67,http,http,0.9369918699186992,True
68,http,http,0.9016393442622951,True
69,http,http,0.9369918699186992,True
70,http,http,0.9016393442622951,True
71,http,http,0.9369918699186992,True
72,http,http,0.9016393442622951,True
73,http,http,0.9369918699186992,True
74,http,http,0.9016393442622951,True
75,http,http,0.9369918699186992,True
76,http,http,0.9016393442622951,True
77,http,http,0.9369918699186992,True
78,http,http,0.9016393442622951,True
79,http,http,0.9369918699186992,True
80,http,http,0.9016393442622951,True
81,http,http,0.9369918699186992,True
82,http,http,0.9016393442622951,True
83,http,http,0.9369918699186992,True
84,http,http,0.9016393442622951,True
85,http,http,0.9369918699186992,True
86,http,http,0.9016393442622951,True
87,http,http,0.9369918699186992,True
88,http,http,0.9016393442622951,True
89,http,http,0.9369918699186992,True
90,http,http,0.9016393442622951,True
91,http,http,0.9369918699186992,True
92,http,http,0.9016393442622951,True
93,http,http,0.9369918699186992,True
94,http,http,0.9016393442622951,True
95,http,http,0.9369918699186992,True
96,http,http,0.9016393442622951,True
97,http,http,0.9369918699186992,True
98,http,http,0.9016393442622951,True
99,http,http,0.9369918699186992,True
100,http,http,0.9016393442622951,True
101,http,http,0.9369918699186992,True
102,http,http,0.9016393442622951,True
103,http,http,0.9369918699186992,True
